Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description
ENSDARG00000074508	1.3796089139869499e-8	6.931732694578617e-6	-0.3201021737120937	11	11595973	11625630	-1	protein_coding	si:dkey-28e7.3	si:dkey-28e7.3 [Source:ZFIN;Acc:ZDB-GENE-141215-28]
ENSDARG00000010572	1.5734816902737903e-8	7.726152708719373e-6	-0.4998908714881988	8	2606068	2616326	-1	protein_coding	slc25a25a	solute carrier family 25 member 25a [Source:NCBI gene;Acc:406541]
ENSDARG00000103720	1.677628390688731e-8	8.054480306851118e-6	-0.4825800389056796	15	13984879	13986761	1	protein_coding	NA	zgc:162730 [Source:ZFIN;Acc:ZDB-GENE-030131-6366]
ENSDARG00000058285	2.2911799012033687e-8	1.0761074296847562e-5	0.3536391471387836	18	8340886	8367566	1	protein_coding	cpt1b	carnitine palmitoyltransferase 1B (muscle) [Source:ZFIN;Acc:ZDB-GENE-041010-9]
ENSDARG00000038524	3.159451787259075e-8	1.4523394864623898e-5	-0.1595548117406428	5	54765702	54792239	-1	protein_coding	pik3r1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-1280]
ENSDARG00000013794	3.364143400795763e-8	1.5142149619623431e-5	0.5668790846983599	17	32365941	32370047	-1	protein_coding	klf11b	Kruppel-like factor 11b [Source:ZFIN;Acc:ZDB-GENE-061103-82]
ENSDARG00000043856	4.075997613942061e-8	1.7971822132493517e-5	0.2625680732188934	20	2950005	2978968	1	protein_coding	amd1	adenosylmethionine decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-760]
ENSDARG00000091260	5.0025501661838104e-8	2.1616019268080246e-5	0.4046635549209092	2	394166	424925	1	protein_coding	mylk4a	myosin light chain kinase family, member 4a [Source:ZFIN;Acc:ZDB-GENE-120824-2]
ENSDARG00000089372	6.949397606964062e-8	2.943955594087423e-5	-0.34187264931477224	14	6933400	6943934	-1	protein_coding	clk4a	CDC-like kinase 4a [Source:ZFIN;Acc:ZDB-GENE-030131-576]
ENSDARG00000023062	8.114311006998382e-8	3.3713401789653855e-5	-0.4212996882808154	23	45456490	45465320	1	protein_coding	ccn1	cellular communication network factor 1 [Source:ZFIN;Acc:ZDB-GENE-040426-3]
ENSDARG00000019498	9.153842281793851e-8	3.7314860848708705e-5	0.9364758764986912	10	39264802	39283883	-1	protein_coding	cry5	cryptochrome circadian regulator 5 [Source:ZFIN;Acc:ZDB-GENE-010426-8]
ENSDARG00000061682	1.1355482325640505e-7	4.543244363804872e-5	0.49411336787393684	17	20983798	21049260	-1	protein_coding	bicc1a	BicC family RNA binding protein 1a [Source:ZFIN;Acc:ZDB-GENE-101223-3]
ENSDARG00000090337	1.3294894726752916e-7	5.2224763740272136e-5	0.4627335869486412	13	12007904	12021566	-1	protein_coding	pprc1	PPARG related coactivator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9858]
ENSDARG00000040334	1.601297077316168e-7	6.0627764740326844e-5	0.24355531098425193	10	7810455	7821686	-1	protein_coding	mat2aa	methionine adenosyltransferase II, alpha a [Source:ZFIN;Acc:ZDB-GENE-030131-2049]
ENSDARG00000022309	1.6030572593660183e-7	6.0627764740326844e-5	0.3061254690444028	2	2110271	2162791	1	protein_coding	dspa	desmoplakin a [Source:ZFIN;Acc:ZDB-GENE-030131-2743]
ENSDARG00000036767	1.627590999740318e-7	6.0627764740326844e-5	-1.427305377282005	19	7682109	7690975	-1	protein_coding	urgcp	upregulator of cell proliferation [Source:ZFIN;Acc:ZDB-GENE-120215-160]
ENSDARG00000035859	2.753336041837117e-7	1.0082343251506935e-4	0.4138278943649321	2	24536762	24542518	1	protein_coding	angptl4	angiopoietin-like 4 [Source:ZFIN;Acc:ZDB-GENE-041111-222]
ENSDARG00000088234	3.134914428319588e-7	1.1207877168829445e-4	-1.5151560596747924	1	52433847	52437056	-1	protein_coding	si:ch211-217k17.12	si:ch211-217k17.12 [Source:ZFIN;Acc:ZDB-GENE-061207-20]
ENSDARG00000041140	3.1644550210534416e-7	1.1207877168829445e-4	0.46595165510904407	18	20468157	20482855	1	protein_coding	ddb2	damage-specific DNA binding protein 2 [Source:NCBI gene;Acc:100004133]
ENSDARG00000097826	4.460344438151239e-7	1.5542861546170565e-4	0.7207069799598286	12	39034225	39061186	1	protein_coding	si:dkey-239b22.2	si:dkey-239b22.2 [Source:ZFIN;Acc:ZDB-GENE-131120-8]
ENSDARG00000028098	4.55621104368146e-7	1.562491104741872e-4	0.7063817540571004	8	13503377	13505486	1	protein_coding	fut9d	fucosyltransferase 9d [Source:ZFIN;Acc:ZDB-GENE-050309-15]
ENSDARG00000103333	6.046097622433948e-7	2.04103029894821e-4	0.55031062926607	12	35654749	35689239	1	protein_coding	baiap2b	BAR/IMD domain containing adaptor protein 2b [Source:ZFIN;Acc:ZDB-GENE-100812-7]
ENSDARG00000040306	6.56003362464425e-7	2.1574569167093848e-4	0.8468228903594407	2	41504752	41518340	-1	protein_coding	otomp	otolith matrix protein [Source:NCBI gene;Acc:565818]
ENSDARG00000030844	6.590703841833806e-7	2.1574569167093848e-4	0.46982280673906346	20	29502065	29505863	-1	protein_coding	klf11a	Kruppel-like factor 11a [Source:ZFIN;Acc:ZDB-GENE-030131-3568]
ENSDARG00000015947	6.775474538565443e-7	2.1848377224732298e-4	0.2804538563892941	6	52790049	52846194	1	protein_coding	matn4	matrilin 4 [Source:ZFIN;Acc:ZDB-GENE-050208-64]
ENSDARG00000058323	8.252026982417935e-7	2.6218388669873454e-4	0.5936911866463062	6	12996038	13022166	-1	protein_coding	tmbim1a	transmembrane BAX inhibitor motif containing 1a [Source:ZFIN;Acc:ZDB-GENE-041010-69]
ENSDARG00000010641	9.726882560560437e-7	3.045641995955192e-4	0.2098697650574797	10	17713022	17728165	1	protein_coding	slc20a1b	solute carrier family 20 member 1b [Source:NCBI gene;Acc:321541]
ENSDARG00000077060	1.043569527366602e-6	3.220902805536491e-4	-0.26405238310646945	6	42666694	42690736	1	protein_coding	rbm6	RNA binding motif protein 6 [Source:ZFIN;Acc:ZDB-GENE-050309-79]
ENSDARG00000098837	1.107168671186514e-6	3.369067484645723e-4	0.9263393337877678	6	2145564	2162446	-1	protein_coding	tgm5l	transglutaminase 5, like [Source:ZFIN;Acc:ZDB-GENE-110411-176]
ENSDARG00000060609	1.218257096652705e-6	3.6556173018307907e-4	0.523611822422208	20	49119633	49175503	1	protein_coding	cd109	CD109 molecule [Source:ZFIN;Acc:ZDB-GENE-120215-253]
ENSDARG00000103459	1.3158091459733378e-6	3.8844492481308055e-4	0.33434437688633706	KN149912.1	57102	76613	-1	protein_coding	evplb	envoplakin b [Source:ZFIN;Acc:ZDB-GENE-030131-212]
ENSDARG00000099819	1.330475558258179e-6	3.8844492481308055e-4	-0.45756511453328685	7	25033924	25040976	1	protein_coding	sb:cb1058	sb:cb1058 [Source:ZFIN;Acc:ZDB-GENE-040108-9]
ENSDARG00000074201	1.4623650046343577e-6	4.21258612335004e-4	0.2913072935192781	23	19759128	19809027	1	protein_coding	flna	filamin A, alpha (actin binding protein 280) [Source:ZFIN;Acc:ZDB-GENE-030131-2145]
ENSDARG00000057408	1.4985193364544507e-6	4.2599355610655805e-4	0.6355157299803614	15	45668851	45674213	-1	protein_coding	CABZ01067232.1	otolin-1-like [Source:NCBI gene;Acc:101886389]
ENSDARG00000111102	1.564706231466341e-6	4.390321835172766e-4	-0.3158178961889676	24	25692802	25695056	1	protein_coding	camk2n2	calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:ZFIN;Acc:ZDB-GENE-040718-389]
ENSDARG00000038321	1.6140511484380172e-6	4.470714751538893e-4	-1.5165129025017907	9	33080438	33081978	-1	protein_coding	zgc:172053	zgc:172053 [Source:ZFIN;Acc:ZDB-GENE-080219-25]
ENSDARG00000052063	1.7085293606653652e-6	4.672503397110786e-4	0.33760762990894355	7	51103232	51194430	1	protein_coding	col4a5	collagen, type IV, alpha 5 (Alport syndrome) [Source:ZFIN;Acc:ZDB-GENE-030131-2281]
ENSDARG00000055172	1.8151450881765008e-6	4.899402898405866e-4	0.47050533837392927	3	25154078	25165189	1	protein_coding	si:ch211-256m1.8	si:ch211-256m1.8 [Source:ZFIN;Acc:ZDB-GENE-131127-417]
ENSDARG00000042336	1.8368508899369362e-6	4.899402898405866e-4	-0.2839106037471048	18	8805575	8842818	1	protein_coding	impdh1a	IMP (inosine 5'-monophosphate) dehydrogenase 1a [Source:NCBI gene;Acc:431724]
ENSDARG00000054160	2.2507281978122597e-6	5.930119843138278e-4	-1.3102118362665836	10	40786196	40819136	-1	protein_coding	zgc:113625	zgc:113625 [Source:ZFIN;Acc:ZDB-GENE-050320-47]
ENSDARG00000077726	2.4478190936729946e-6	6.371702592627115e-4	-0.42192788797951597	14	46028003	46042136	1	protein_coding	nocta	nocturnin a [Source:ZFIN;Acc:ZDB-GENE-050208-306]
ENSDARG00000011407	2.4952053255409805e-6	6.41772750694201e-4	0.2529397356089037	11	32007	55224	-1	protein_coding	col2a1b	collagen, type II, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-050302-9]
ENSDARG00000062929	2.768583109849231e-6	6.983407690497661e-4	0.3320951237447167	1	8127675	8141135	-1	protein_coding	FAM83G	si:dkeyp-9d4.4 [Source:ZFIN;Acc:ZDB-GENE-121214-254]
ENSDARG00000007369	2.779787370436468e-6	6.983407690497661e-4	0.29706213859404673	8	52106818	52230115	-1	protein_coding	tcf7l1b	transcription factor 7 like 1b [Source:NCBI gene;Acc:30556]
ENSDARG00000070972	2.9006622921651465e-6	7.203311358876781e-4	-0.43529261185705553	19	9174166	9179858	1	protein_coding	si:ch211-81a5.8	si:ch211-81a5.8 [Source:ZFIN;Acc:ZDB-GENE-060503-138]
ENSDARG00000006588	2.990225124172578e-6	7.341342478153244e-4	-0.730947571527993	1	45173421	45177401	-1	protein_coding	zgc:111983	zgc:111983 [Source:ZFIN;Acc:ZDB-GENE-050417-335]
ENSDARG00000098121	3.6416263092001425e-6	8.840150158457201e-4	-0.3601702482365859	6	28222989	28224964	1	lincRNA	FP101882.1	NA
ENSDARG00000102802	3.901518891998412e-6	9.365812851291743e-4	-0.29208382745599054	6	24364678	24392915	-1	protein_coding	brdt	bromodomain, testis-specific [Source:NCBI gene;Acc:333996]
ENSDARG00000099411	4.229244097259178e-6	0.0010012340015335885	-0.49427276829095546	5	9823754	9824908	-1	protein_coding	zgc:158343	zgc:158343 [Source:NCBI gene;Acc:568780]
ENSDARG00000070787	4.263528263878275e-6	0.0010012340015335885	0.26570900845382767	11	11719575	11781911	1	protein_coding	jupa	junction plakoglobin a [Source:ZFIN;Acc:ZDB-GENE-991207-22]
ENSDARG00000036558	4.342443939306397e-6	0.0010088010893410182	0.3118893625087359	9	41821613	41979505	1	protein_coding	col18a1a	collagen type XVIII alpha 1 chain a [Source:ZFIN;Acc:ZDB-GENE-030516-3]
ENSDARG00000032619	5.0752109226997176e-6	0.0011664886381375255	-0.24258200923072382	3	18185616	18189283	-1	protein_coding	tob1a	transducer of ERBB2, 1a [Source:ZFIN;Acc:ZDB-GENE-031030-4]
ENSDARG00000089312	5.186440355390023e-6	0.0011795057250336995	1.8964079627486783	3	5331428	5342333	1	protein_coding	si:ch73-106l15.4	si:ch73-106l15.4 [Source:ZFIN;Acc:ZDB-GENE-131120-96]
ENSDARG00000052115	5.461638656328325e-6	0.001229153158020557	-1.109758759865523	25	10410620	10436906	1	protein_coding	ehf	ets homologous factor [Source:ZFIN;Acc:ZDB-GENE-060312-7]
ENSDARG00000075676	5.5245142048205315e-6	0.001230485870053068	0.4453026868947962	23	1580294	1587955	-1	protein_coding	fndc7b	fibronectin type III domain containing 7b [Source:ZFIN;Acc:ZDB-GENE-100922-114]
ENSDARG00000004748	6.845287304157441e-6	0.0015091064510849134	-0.5337735787223101	3	39472342	39488639	-1	protein_coding	zgc:100868	zgc:100868 [Source:ZFIN;Acc:ZDB-GENE-040801-33]
ENSDARG00000032801	7.215204657707684e-6	0.0015745908750482275	-0.6196533799080628	10	2715548	2755378	1	protein_coding	grk5	G protein-coupled receptor kinase 5 [Source:ZFIN;Acc:ZDB-GENE-091204-274]
ENSDARG00000005774	7.855430307704293e-6	0.001695750351077328	0.1550150408330683	6	59832786	59850404	1	protein_coding	ddx3xb	DEAD-box helicase 3 X-linked b [Source:ZFIN;Acc:ZDB-GENE-980526-150]
ENSDARG00000105104	7.927367991613522e-6	0.001695750351077328	-0.6707928637331989	21	45496442	45499853	1	protein_coding	si:dkey-223p19.1	si:dkey-223p19.1 [Source:ZFIN;Acc:ZDB-GENE-120215-140]
ENSDARG00000017676	8.5299936235819e-6	0.0018067697278184996	0.24710548742461408	7	35410050	35432901	-1	protein_coding	mmp2	matrix metallopeptidase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-9123]
ENSDARG00000077778	9.387123111981669e-6	0.001968869609017164	0.46207004244706457	11	19157879	19227802	1	protein_coding	adamts9	ADAM metallopeptidase with thrombospondin type 1 motif, 9 [Source:ZFIN;Acc:ZDB-GENE-070814-6]
ENSDARG00000100693	9.477548684924094e-6	0.001968869609017164	0.44645093198994934	6	34960025	35032792	-1	protein_coding	ddr2a	discoidin domain receptor tyrosine kinase 2a [Source:ZFIN;Acc:ZDB-GENE-090316-2]
ENSDARG00000101043	1.0163686091046881e-5	0.0020912994094958843	0.34297560752093154	3	36459790	36481986	-1	protein_coding	ppl	periplakin [Source:ZFIN;Acc:ZDB-GENE-041008-196]
ENSDARG00000007737	1.0494377787769658e-5	0.0021389720009883347	-0.2988450646519785	20	16170848	16212016	1	protein_coding	zyg11	zyg-11 homolog (C. elegans) [Source:NCBI gene;Acc:555349]
ENSDARG00000056530	1.1069494545427654e-5	0.0022351068191959296	0.29711818269572937	22	21252790	21304247	1	protein_coding	cpamd8	C3 and PZP like alpha-2-macroglobulin domain containing 8 [Source:ZFIN;Acc:ZDB-GENE-050208-428]
ENSDARG00000042874	1.1830651230463353e-5	0.0023666779614274144	-0.37814363764571135	25	23524796	23526086	-1	protein_coding	phlda2	pleckstrin homology-like domain, family A, member 2 [Source:NCBI gene;Acc:553622]
ENSDARG00000074526	1.2845392096697206e-5	0.0025460981307260837	0.388788803835453	15	18253542	18361475	-1	protein_coding	zbtb16b	zinc finger and BTB domain containing 16b [Source:ZFIN;Acc:ZDB-GENE-100923-1]
ENSDARG00000038891	1.3056804767753675e-5	0.002564475154611983	0.5673997932995156	23	37444933	37453984	1	protein_coding	AL954146.1	trypsin I-P1-like [Source:NCBI gene;Acc:560023]
ENSDARG00000102758	1.3717494486777086e-5	0.0026699681836650354	-0.7886209161606818	8	52479026	52490474	1	protein_coding	FO704661.1	gamma-glutamyl hydrolase [Source:NCBI gene;Acc:553228]
ENSDARG00000101569	1.3939199183874645e-5	0.0026888964139965333	0.22618259179899916	14	24934736	25001584	1	protein_coding	ppargc1b	peroxisome proliferator-activated receptor gamma, coactivator 1 beta [Source:ZFIN;Acc:ZDB-GENE-030616-43]
ENSDARG00000007219	1.4652071763091214e-5	0.0028013983224919083	0.28683019901901086	13	36321088	36391502	-1	protein_coding	actn1	actinin, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-081113-4]
ENSDARG00000003820	1.5075913391840206e-5	0.002857150077462348	-0.31205907549792283	16	50089417	50111057	1	protein_coding	nr1d2a	nuclear receptor subfamily 1, group D, member 2a [Source:ZFIN;Acc:ZDB-GENE-040504-1]
ENSDARG00000025522	1.622205060505574e-5	0.003047629594106342	-0.29347871347868904	23	31640239	31693309	-1	protein_coding	sgk1	serum/glucocorticoid regulated kinase 1 [Source:NCBI gene;Acc:324140]
ENSDARG00000078529	1.7307006014908344e-5	0.003223429870276679	-0.2709690817671356	19	92570	103289	-1	protein_coding	adgrb1b	adhesion G protein-coupled receptor B1b [Source:ZFIN;Acc:ZDB-GENE-081031-45]
ENSDARG00000069381	1.8169439808223452e-5	0.003355134590227929	-1.7843509263096058	9	33061564	33063083	-1	protein_coding	si:ch211-125e6.5	si:ch211-125e6.5 [Source:ZFIN;Acc:ZDB-GENE-070912-39]
ENSDARG00000005690	1.9884103952297756e-5	0.003640644626181297	0.3031247705217145	1	54974191	54997746	-1	protein_coding	slc25a23a	solute carrier family 25 member 23a [Source:ZFIN;Acc:ZDB-GENE-121214-154]
ENSDARG00000019130	2.0105069709387044e-5	0.0036501683283303114	-0.29816485760953176	8	17078692	17086195	1	protein_coding	plk2b	polo-like kinase 2b (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-070720-17]
ENSDARG00000096031	2.065866169769037e-5	0.0037194198831550034	0.4324604693602495	1	49245229	49250490	-1	protein_coding	si:ch73-6k14.2	si:ch73-6k14.2 [Source:ZFIN;Acc:ZDB-GENE-110914-243]
ENSDARG00000100020	2.120228669069316e-5	0.0037416457945505326	-0.22727270183261739	8	10304981	10308771	1	protein_coding	pim1	Pim-1 proto-oncogene, serine/threonine kinase [Source:ZFIN;Acc:ZDB-GENE-061013-139]
ENSDARG00000021787	2.1252298883856862e-5	0.0037416457945505326	0.43810863671686867	16	19537038	19568795	-1	protein_coding	abcb5	ATP-binding cassette, sub-family B (MDR/TAP), member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6414]
ENSDARG00000002396	2.131989870267164e-5	0.0037416457945505326	0.35072646999663837	24	20194022	20208474	-1	protein_coding	cry-dash	cryptochrome DASH [Source:NCBI gene;Acc:402986]
ENSDARG00000077469	2.1545586418281455e-5	0.0037416457945505326	0.3266716996376535	13	41917606	41940467	1	protein_coding	polr1b	RNA polymerase I subunit B [Source:ZFIN;Acc:ZDB-GENE-040426-1598]
ENSDARG00000104823	2.1648031674094727e-5	0.0037416457945505326	-0.35579378793311417	6	23887314	23889678	1	protein_coding	znf648	zinc finger protein 648 [Source:ZFIN;Acc:ZDB-GENE-120215-149]
ENSDARG00000103199	2.207219010020992e-5	0.003784679897738376	-0.783310673020414	16	23339062	23346095	-1	protein_coding	si:dkey-247k7.2	si:dkey-247k7.2 [Source:ZFIN;Acc:ZDB-GENE-031118-45]
ENSDARG00000014626	2.3446115339052567e-5	0.0039886088338600845	0.35888979915118085	12	5708400	5711920	1	protein_coding	dlx3b	distal-less homeobox 3b [Source:NCBI gene;Acc:30585]
